title,author,century,text,etiqueta
A la muerte de Lope de Vega,Jacinta Baca,15-17,llegoyamontanasapeninollegolibiaardienteseythiaheladafamajusticiaacreditadaestevarontantolaureldignoasiremotovecinohimnosdolorseralloradafaltamemoriaveneradavelohumanodivinohastacampozafirhermosonochedioterminovidamostraronlumbrerassentimientoafectotristeamorosocuandodeliollegoluzcumplidaleformosombrassacromonumento,Religioso Mistico
Soneto,María de Zayas y Sotomayor,15-17,amardiaaborrecerdiallamarnochedespreciarlaluegotemerfuegoacercarsefuegotenertiempopenaalegriaestarjuntosvalorcobardiadespreciocruelblandoruegotenervalienteentendimientociegoatadarazonlibreosadiabuscarlugaraliviarmalesnoquerermalhacermudanzadesearsisaberdeseatenergustodisgustoigualestodobienlibradoesperanzasiaquestonoamornosea,Amoroso
- LV -,Juan de Arguijo,15-17,miracuantapriesadesvianosotrossolmarvecinoaprovechafernandotucaminoluzpequenaestebrevediaantestenebrosanochefriapierdassendabuscallatinoaventuradomanosdestinovageserrandoinciertaviahaganteajenoscasosensenadomiserablefintantospuedafuerteejemploapercibirtuolvidolargajornadaplazolimitadotienesveloztiempocorrequedasolodolorhaberlomalperdido,Religioso Mistico
A la muerte de Lope de Vega,Joseph Estrata y Espínola,15-17,felixtenombrayafelizteadviertecanorafamacorosrepetidapuespisarlimitevidapasastecarreramuerteenvidiacastigadayaconviertecariciosoafanheridacastigosanaprevenidacrueldadtanhalaguenasuerteliberalquedasterenombrepuesdasvenganzavictoriaenvidiasilencioasombremodestiadisculpanotoriainmortalaplausotunombredejasmayorazgomemoria,Religioso Mistico
Soneto,Francisco de los Santos,15-17,prosperonacerquienlunariesgoponeinfaustoapagarselucerosolpuedepensarseataudpagascunatanunidoimperiooportunaluzcuartoplanetahaeclipsarsecuandoastrocoronadocolocarsevienetuardorinclitafortunaellamajestadtantollenomenguanteantorchatancrecidallegodartusclaridadesyacieloespanaserenovuelvecrecerlucesvidallenarloprosperidades,Amoroso
Soneto al lector,Francisco Crespi de Valldaura,15-17,vozllorosatristemelodiacantagironmuertetormentoaquelcuyoalegrenacimientocantabacielogloriaalegriasientanalmasasperaagoniahaganojosgravesentimientovertanafrentadotansangrientohijopoderosomariatupiolectordespuesvistoordenprimordestrezagalacantollorarhamovertelloracompasionjesucristodolorvervidamalafueronlibresmuerte,Melancolico
Soneto,Juan de la Cueva,15-17,sirvenamoryatussaetascorvoarcomanorigurosatriunfantepalmavictoriosahubisterigeplanetasadondeestapodersujetasmundojamasreservarcosafuerzarobustapoderosalibrespechosinquietasmehacesaberpuedestantoserhijodiosadescendienteioveregidorcielosantosiaquelladuramimalnosienteasidespojamialegrecantotiserllamadoomnipotente,Religioso Mistico
Al doctor Juan Pérez Montalbán,Bartolomé Prado Bravo y Mendoza,15-17,silencioretoricoveneretuingenioorbemontalbandichososiglodondebrevegloriososolomayorsabiocuandomuereyareceloluzaltereviveseternodiamisteriosonovecessombrasachacosonocomonuestrosialumbrahiereyaentiendesverdaddejasteindecenteauncenotuolvidoahcuantosdoblecestelibrastesividanotehubierasidomedioalcanzargozasteteduraradolorhabervivido,Amoroso
De La duquesa constante,Francisco Agustín Talega,15-17,contraferozhidrabrazoclavahastareinosplutonvencianalcidesmostrarcuantopodianextranopoderejecutabacuandorendidajuzgabarigorfuerzassuspendiansietecabezasnuevaslenaciancuellolecortabatalfieramipensamientopeleavidasuspendoinjustamentetalcombatecuandovenzomedefiendotantosmartiriossacotormentomejormeofrezcamemate,Religioso Mistico
A la muerte de Lope de Vega,Blas Fernández de Mesa,15-17,nosellasilebuscascaminantefenixespanolnoleguarneceestamantuareligiosaofreceposteridadurnaelegantenoyaceaquiduracionbrillanteplumassantasresplandecepesaranosnofallecequieninmortalidadlabrainstantedejonospuesregionextranaadmiracionhuespedapercibeintimandosefenixnosegundobreveesferameritosespanacapazproporcionahoravivedilatadoterminosmundo,Religioso Mistico
A Lope de Vega,Mateo Pérez de Cárdenas,15-17,heliconfaldaderribaaguacristalinahastallegadarfloridafertilvegavuestroclaroingeniosolcultivadondedafnetambienesquivahermososbrazosyaleruegadignacoronaosentregavosdonrecibafrutorespondedamoresvuestravegahabrancogidotiritosarcadiamoradoresporquecampanaconvencidoquedepagadopuessonmejoresinventonimundohaoido,Amoroso
Sonetos – - VIII -,Gregorio de Matos,15-17,rompayasilencioamormioprovoqueleleguasdesatadovivirofensascalladonopuedeserbienporfiocomoamantedesconfiomorirmejorseradesesperadopuesnoquierestengamicuidadonilepongaotramialbedriofincomopenamemaltratavivirpenaryanoesperonidetenercristaldesataasiresueltoyamedesesperoviendoyotupropiorigormatamiamorasidosvecesmuero,Religioso Mistico
En que se encarece la fuerza de la hermosura,Jerónimo Cáncer y Velasco,15-17,contendiandiosessoberanoscieloexcelsamonarquiaalladondepazcentroteniaambicionreinarhizotiranosvenussupoairesvanosllegodondeguerraencendiapuestamedioestagranporfialesderriboarmasmanosrayoquitojovetridentegrandereyazuleshielosespadamartellenadespojosaylidvuelvenrepenteyanocontiendencielossinoimperioojos,Religioso Mistico
Soneto,Cristóbal de Castillejo,15-17,musasitalianaslatinasgentesestaspartestanextranacomohabeisvenidonuestraespanatannuevashermosasclavelinasquienostraidoservecinastajomontescampanaquienosguiaacompanatierrastanajenasperegrinasdondiegomendozagarcilasonostrujeronboscanluisharoordenfavordiosapolodosllevomuertepasopasosolimanunoamparosoloquedadondiegobastasolo,Religioso Mistico
Sonetos – - II -,Fray Arcángel de Alarcón,15-17,quienvallemiserablelagrimasasciendetanlozananialbarosadamanananisolbeldadcomparablelunahermosaagradabledecoronaturalezahumanacomoescuadronfortisimoallanaenemigavirtudhechoadmirabletantaglorianosmuestrahinchetierracieloalegriaperfectahumildadtodospasahijodiosponediestrasoberanasjerarquiaspuesellasamordivinoabrasa,Religioso Mistico
"Luis Hurtado anciano pastor del Mártir Vicente, al santo y al autor",Luis Hurtado de Toledo,15-17,tansoberanamedidagloriavicentedioshadadootragloriamundolehadejadomartirvivanuestravidaestavuestraplumaesclarecidasantomartiriohadeclaradoversotansonorodelicadodevocionmartirnosconvidasialejandrolloroporquehistorianopudosercantadahomeroasihacereternamemoriasenorluiscruzsantoesperosuyaoshaalcanzargloriayacantaistriunfoverdaderoyoganaderogalardonlepidosietelustrosleheservido,Religioso Mistico
A la muerte de Lope de Vega,Antonio Barbosa Bacelar,15-17,mientrassirenapielagosllantomuerteopusotuarmoniapuesvidasindomitarendiavivificabanarmonicotucantoaltaruinareinoespantotemiomuerterazontemiacuandovengarsepresumiatuarmoniareceloencantohoytuvidaatreviomuertedudatumusasuspendidasuspendidoteniadulceacentopuessicantandoteenvistierafuertevezdarmuertetantavidavidadieramuertetucontento,Melancolico
Soneto,Pedro Laynez,15-17,salgadolienteanimafueradolorosavozalegriabusqueminuevollanonuevaviallorandopenatanamargafieracambieseyamialegreprimaveranocheeternamenteescurafriapuesmuerotisenoramiaescuchamicansadavozpostreranomuerodesamadonicelosoigualcualquiersuertetupresenciasolodolormeacabaagudofieroencubrirleyanohaypacienciamostrarcualsoytemerosofintalcallarlemuero,Religioso Mistico
A la perdida libertad de la patria,Antonio Henríquez Gómez,15-17,silibertaddesposeidoestoyformovozcomolamentosuspirosquedanvientopesaresnolleganoidoquienpatriaperdiotieneperdidojuzgatenerentendimientovivesujetosentimientonomuerecarecesentidocomoviveesperanzavecinadolorconsolarmedicetengaellaconfianzamejorlefueranoenganarmepuessimesalefalsafianzahepagardeudamatarme,Amoroso
Hablando con una niña que por su elección se entró religiosa,Jacinto Polo de Medina,15-17,borrarsupisteohcloriohrosapuraalbedriocontingenciayarizosnacarviolencianopodradestrenzarleshermosuranoadmirenoedadmadurasolicitesgalannohaceausenciasisilenciorostroprudenciavirtudedadcordurapeligrosmalenganosabiarazonadvertidaprevenirnoenmendardesenganocienciaescarmentadosnolucidatunovermalesdanovesdiscursoprevenida,Amoroso
El álamo,Jacinto Polo de Medina,15-17,aquestayaalcidesosadiaprofanasolsagradoasientocontrarayosverdeatrevimientopasandodescortesdemasiaestanoolimpodesafiapuesbesaaltezafundamentovanidadesmeraldavientobatetornasoladaargenteriaestapradobabiloniahojosaterrerodofestejanestrellasconfusionarmonicaavescadaverestarapompahermosaamarillasleeranhojasbellasmudaleccionnuestrasvidasgraves,Religioso Mistico
En el sepulcro del doctor Juan Pérez de Montalbán,Pedro Meléndez de Azellana,15-17,cubragloriasestapirabreveincesablefatigaanospuesfielmorirdebedesenganosmemoriasvivirtambiendebegolpeduroparcaaleveafectoalentosangrientosdanossentiragraviostanextranosdoloreternorecuerdomueveornepueslaurelesparnasoesteclarohospedajequienpudolabrarlucesperpetuoocasosalgaacentosdoloragudollorarrigoresfracasotiempoexclamarallantomudo,Religioso Mistico
Sonetos – - VI -,Pedro de Quirós,15-17,sonabayoqueridaardeniamiaamordaraliviomisedlocaaljofarnevadotubocadivinoclavelrobarqueriamiamorrespetocompetiatudulcegravedadprovocamiedotemplarmisednopocadosfuentesojosconvertiavistomillantotemornacidomostrandoturisamilaurorasdijistenohayapastordormidomiraimaginasignorasporquesillorasnomehasconocidosimehasconocidolloras,Amoroso
Soneto,Juan Antonio de Veraste,15-17,ondasllantosumergidaespanasienteamenazaduraporquesiempreriesgoaseguraaltezamayormayorcaidanolloreespanayainmortalvidareinafenixgozaraseguraquienresisteimpulsosalturaeternonocaerfirmeestaasidasubiomarianamayorgrandezavientofierasercostumbrerafagasimpelebellezadepongaespanayapesadumbreeternasivinculoaltezaquienresistioairescumbre,Amoroso
Discurso XIV del libro Agudeza y arte de ingenio d,Miguel Ribellas y de Villanoua,15-17,gallardocapitanarmadoorolanzafatalpuestamanopisascuelloferoztiranoreydiosperdiodecoropiesagradorespetoadoroasicastigalocointentovanodivinoalcazarsoberanotieneprimerlugarprimercoropostraremetuspiestulicenciaallidoluciferestatendidojuntosdosharemospenitenciasimismosenortengoofendidonoquedaentreyodiferenciaestarpertinazyoarrepentido,Religioso Mistico
"Sonetos creados entre 1586-1587 – En metáfora de música, a la condición natural de una mujer fea o hermosa",Juan de Salinas,15-17,seissonoravozlevantaquiebronaturalsiyapartesupocantarrestomanopartericosegurofelizgargantanoasiesterilviolenciacantaestudiavelaapicescomparteobtieneplazamagistralartedefectossuplesuertesadelantasimilhermosasfeasidolatrandoaquellasbellezacuidadodescuidaneficaciaestasabominandoaunideasperdieronnaturalezalesdahechizoartificialgracia,Religioso Mistico
Sonetos creados entre 1586-1587 – Soneto moral en metáfora de un relojito mostrador,Juan de Salinas,15-17,ohcuantodesenganoexperimentobronceanimadotuvelozlatidopuesalasdistanciashorasmidovivoedadesatentoagudorepetidoacentotuvolantehiereoidojamasnobleperspicazsentidoindicepercibemovimientodecisionsabioremitabastememisentiryanoveotupulsacionedadesgastaprocesocriminalcausaexquisitadeponetestigoreooidasmuertebasta,Melancolico
Resolución animosa de amante desesperado,Francisco Pinel y Monroy,15-17,yorompereduroseslabonesdestahorriblecadenatalbriovezredimaalbedriodominioinfelizpasionesintentevanasilusionesaliviarestepesodesvarioestardoradohierroimpionosientogravesprisionesdificilnodudointentocuandotannoblepartevidaciegaimplicarobustoslazosvenceredoloralientodejaralmadesasidaquedecorazonhechopedazos,Religioso Mistico
A la muerte de Lope de Vega,Pedro García,15-17,solespanalopeoccidenterayosllegancasiimprovisocomocielosilequisodilacionesplazonoconsienteasipuesmorirnoaccidentepasajerocomoavisoinviolableleyprecisoadmiracionesdascontingentedirasestedivinoapolomundoaclamahoyespanalloratanunicoserapolopolosimorirtantolemejorasigueaccidentelopesoloaccidentemorirparecioahora,Amoroso
A la muerte de Lope de Vega,Pedro de Morales,15-17,pastortiernobelardodiatencionquejasdolorescortandoingenioalgunasfloresreliquiasobservadasguardodespuescualsoluniversalgallardodioluztantosdoctosescritoresdesterrandocriticoshorroresnuevoidiomaapocrifobastardotrateleestadosdiferentessolosessaleadvertidichosopuessonduracionpremiosvanosestaproteccionaccidentesleajustocieloespiritugloriosohonrarlepremiossoberanos,Religioso Mistico
Soneto,Francisco de Figueroa,15-17,malditoseasamorperpetuamentetunombretusaetavendafuegotunombretaldesasosiegomefuerzaandarperdidoentregentetuflechamehizoasiobedienteaquellafalsaquienyareniegotuvendamehicisteciegoasijuzgueangelserpientefuegoseamalditocuyallamanotocacuerdogranlocuraneciosolocrueldadconsienteasicuitadoespirituamadiraturostroviendotufiguramalditoseasamorperpetuamente,Religioso Mistico
Sonetos,Fray Damián de Cornejo,15-17,yonopuedovivirsinomecapoporquesitengobolasnoembocotedigacabenotetocotodogordoseravaynatraposiserinocenteasimeescapoamantedoylocopuesnevandocamisaspocopocosimojomuchisimonopapoquientevieranograveespetadacuandoamorgozasospechamimaneraatentanomimodoyoquedaracontentotupagadapuessupieracualmipixderechamequisierasbienvaynatodoestamananadiosenhorabuenasalicasavinememercadoviojonegroparecerrasgadoblancafrenterubiamelenallegueledijegloriamipenamuertometienevivotucuidadovuelvemealmapuesmehasrobadoeseencantoaspidsirenapasopasemiromirevioviladiomuestrasquererhiceotrotantoguinoguinetosiotosiseguilafuesecasaquitarmemantoalzolleguetoquebesecubriladejedinerofuimecomosanto,Religioso Mistico
A San Isidro,Tomás Córdoba y Contreras,15-17,camposmadridisidrosantocielossonyanoeliseosfabulosossiaradosangeleshermosostantooraisvosproducentantopiadosohumorvuestrollantotiernosamorafectosfervorosossiesterileshansidoyacopiososvosadmirarannuevoespantonomuchocausarestosefectoslagrimasoracionporquehanpodidosenorcielosabsolutouniralmaentreperfectosisidroalcanzohamerecidosembrandoaquilagrimasfruto,Religioso Mistico
- XXXV -,Marqués de Santillana,15-17,celestialexercitopatronesegundochoropreciosoangelesmalosdampnacionmiguelarcangelduquegloriosodigoalferezsacropendoninvenciblecruzadovictoriosotudebellastecrueldragonvirtudexcelsopoderosotodosestospremiostehonoramoseveneramosprincipeexcellenteeellosmesmosterogamosrueguessenoromnipoetntenosdignifiqueporqueposeamosgloriatodasgloriasprecedente,Religioso Mistico
- III -,Luis Barahona de Soto,15-17,esplendorescelajesrigurososalvajellamaliquidocandoresvaguezafazpurpureacintiaardoresotravezesplendorescalurosoufaniaapaciblenumerosoluengoosadiaafanverdorerroresotraquinientasvecesesplendoresesplendorescrespogloriosocercosasperosalbosencrespadoesparcirespirarlustrefatalescambiaresplendorotropoquitoluceseburneonitidoasombradoornacolorajovencelestialesestoquitadociertobonito,Religioso Mistico
A Ignacio,Juan de Quiroga,15-17,altapiadosamaquinaeminentecuyamajestuosaarquitecturaestragotiempoaseguraadmiracionesgentecuantasriquezasengendroorientesoloccidenteplatapuraerrantelunaprodigaesculturacultotuadoracionhacendecentetipomposamenteveneracincosantosfelizmemoriacelopiovictimasfragantesquiensinoestirpetuyaignaciofueratanvivaimitadoragloriatalamosluzgozantriunfantes,Religioso Mistico
- I -,Marqués de Santillana,15-17,cuandoyoveogentilcriaturacieloacordenaturalezaformaronloomibuenaventurapuntohoratantabellezamedesmostraronhermosurayasolaloorpurezaluegotornoigualtristuramepongoquejarcrudezanotantamalthedeonihizoachilapotinofalsosministrostiptholomeoasilloromiservicioindignomilocafiebrepuesveomehallocansadoperegrino,Religioso Mistico
A la muerte de Lope de Vega,Juan Pérez de Montalbán,15-17,faltarluzintempestivamenteporquenubedescortesasaltamurallasolpradoesmaltanodefectosolsinoaccidenteasilopetuluznuestroorientefaltavencidaregionaltasolamentemuerequiennosfaltaquiennossobravivesolamentesitueclipsequedaesclarecidasiempretuluzllorarteofendertenocaertriunfarcaidagozatumuertepuestanfelizsuertesitumuertemejorotuvidatuvidadebestumuerte,Religioso Mistico
- VII -,Marqués de Santillana,15-17,fedradioreglamandaamorcuandolenguanohalleosadademostrarpenadoloranimoafflictoenplentadaplumaescrivaemuestreardordiluyementefatigadapuesosamanomiatemortefazservistafielenamoradanotepiensestantabellezasinceraclarorcasidivinacontengasiferocecruezaninnefandasoberbiamalignapuesvayalejosinutilperezanotemaimagenbenigna,Religioso Mistico
- VIII -,Marqués de Santillana,15-17,dulceesguardevidaehonormiasegundahelenatemplobeldadsocuyamanomandoesenoriaarbitriomioevoluntadyosoytuprisioneroporfiafuestesenoramilibertadenontepiensesfuygatuvalianinmedesplegatalcaptividadverdadseaamorgastaedirruyemisentranasfuegoamorosoemipenajamasdiminuyeninpuntofuelgoninsoyreposovivoalegrequienmedestruyesientomueronosoyquejoso,Amoroso
A la muerte de don Juan Pérez Montalbán,Gregorio de Tapia,15-17,tupiralucientesicanorajovenfelizilustranyapiadosossolparalelosluminososlauroeternotufrentehonoratristefecundoauroraserallantoafectolastimosossitambiennadaimperiososjurisdiccionreinafloradulcecantastedulcesuspendistemuchosifenixmantuanodoctacenizarenacistemaestrohassidohastafaltartempranopueselloenganoleanadistenuevoavisofragilhumano,Religioso Mistico
- II -,Marqués de Santillana,15-17,llorohermanamaguerquenemigareydonsanchoegrandsentidoprocedioprestocontramalvellidoservandoactofraternalligadulcehermanopuesyotantoamigajamastecomopodrecelartellorarplanirelamentarbienqusesocontrasteedesdigarealcasatantoperseguidamalafortunaemolestadanonpiensojunoencendidacontrathebasnintantoindignadaantroposmuertemeplaceenonvidasitalventurayanoncansada,Melancolico
Al mismo tema,Juan Pérez de Montalbán,15-17,camposmadridisidrosantocielossonyapuesnuncioscielosrompiendonubesrasgandovelosbajanrisalograrllantotantoalcanzaisidropuedetantomientrasformaextasisdesvelossientecampolisonjasconsuelosinjuriasaradosacrosantoasidestinadiosgratodeseogloriasisidroagricultorastutoofreciendoamorledatrofeorindiendodeseostributocogiendodiosgozosempleosembrandoaquilagrimasfruto,Religioso Mistico
A la vividora fama y doctas cenizas del doctor Jua,juan Martín del Barrio,15-17,diestropintormusicasuaveescritormaticescoloressipintandoescribistetuslooresescribiendopintastequientealabeapelestuplumapincelcabetupincelmilplumasescritoresbienmadridreconocetusfavoresmundotinombresabetupatrialedistenuevavidatuplumadoctorteeternizafamatuvoztierrasmaresmantuavirgilioagradecidalastimadatumuertetucenizaarasteerijatedediquealtares,Melancolico
A Gregorio Silvestre,Luis Barahona de Soto,15-17,siarpasiorganosabrososimonacordiosidulceliravuestrasmanosgransilvestreadmirasuspendeingeniofuriososidulceversofacilgraciosovientosrefrenaisiraalgunconsuelolivianoinspirasesoapasionadoamorosoaquisenormeharompidopechopuntaoroaceradodardomanogentilcielohahechoaquihuyobienmalaguardoesperodanotemomiprovechohefriobrasasentrehielosardo,Amoroso
- XXXVI -,Marqués de Santillana,15-17,virginaltemplodoverbodivinovistioformahumanallibreaquienanelatodoamorbenignoquiencontemplacommosantaideasifablartiyonosoydignograciatufijomeproveaindoctosoyelassoperegrinomilengualoartedesseafablaronventurajohanejohanjacobopedrotangrandtheolugianinasnapodierabalangraciasuyafablarninsabiapuespuedefableaffantusalabancaslenguamia,Amoroso
Con un cabello de oro...,Francisco de Figueroa,15-17,cabelloorodelicadoamormetienefuertementeasidonieveblancahavidovivofuegomialmahalevantadoperlasorientalesharobadomipechomialegriahaempobrecidodosestrellassolesclarecidometienentinieblasrodeadonievemeenciendacabellocadenamiluzpuramecieguemeempobrezcariquezamellevaramidesventurasivossenoraechaissellojuntandoestemimalvuestraaspereza,Amoroso
A las ruinas de Numancia,Francisco Pinel y Monroy,15-17,estaspiedrasmirasesparcidasfuerontiempomuroaquestellanocontemplasdesiertocultovanofabricasnoblesostentoerigidasaquivezfueronvencidascoronadashuestesromanoyacentiempoagoratiranoolvidograndezasconfundidasruinasapenaspresumenumanciapuestantasgloriasnicenizaperdonollamaedadfenisatodoconsumenoadquiereconstanciamemorianihatenerobstinacionfama,Religioso Mistico
Sonetos creados entre 1586-1587 – Metáfora de un buboso,Juan de Salinas,15-17,sonconfusorumortremendoarmasfrancesasoigocoyunturatandolortinieblaoscuratempladosparchesmilitarestruendoconcavosvolcanesescupiendoflamantesglobosmiroespesuranegroshumosinfernalfiguraformidableespectaculohorrendoafectasmusaentronizartemetiendoarmauniversotodoestilograndilocuovalientemercuriovenusmartehallotudescripcionacomodociertojovengalicodoliente,Religioso Mistico
Sonetos creados entre 1586-1587 – En una junta de señoras...,Juan de Salinas,15-17,agudamiopiniondespuntadiscrecionprotocolotuvoantojocriticocumpliolodebeestarencintabarruntamilicenciaexpresanipresuntameechocertamendiosapolohizopesovotosolotodorestantejuntaquienasegurapuesquiendesfalleceojosdiscursopasemoralidadaquiofrecefestividadprimaclaseconcurrasimplehayaquienlerecenohizodiosquiendesamparase,Religioso Mistico
Soneto,Fray Álvaro de Hinojosa y Carvajal,15-17,nosoisvosvirgensantaescogidadiosrigeestrelladovelonisoistampocovosmismocielonolunasolestrellaconocidanisoistampocovosmismavidanoangelligeroprestovuelonicomocosaalgunaacasuelobellasealucidadigonosoisporquedecirossoisimposiblemeparecediosreservadotaltesorosolosolopudoproducirosquientodaestamaquinaobedecepodradecirvosbocadosoro,Religioso Mistico
Soneto,Vicente Espinel,15-17,blancomarfilprofundocentrofuerzanaturalmimostrastesubidaprendamearrancastetienealmasentidoadentrotrasparentecristalfueradentrocomposturadivinoengastetienestantaluznohayquienbastetenerresistenciavivoencuentronevadamanoartificiosapurapurificadoexcelentemetalmundogranrazoncompuestamanosquienfuerzasventurapuestasestandichosoaquelsientetalesmanosesperanzapuesta,Amoroso
Sonetos – - VII -,Pedro de Quirós,15-17,campodulcesruisenoresalbadespertovistioseoroamenarisablandollorodesmayoestrellasdioalientoflorescuyahermosavariedadoloresviafectabamayordecoroeserojoesecandidotesorollamaluzcompetidoresingrataarroganciacompetiajovenauroraaquestarosaestejazmininfantediapongolostumanopoderosacastigarlosdulceardemiamiatusmejillastufrentehermosa,Religioso Mistico
Al curso y velocidad del tiempo,Antonio Henríquez Gómez,15-17,esteexhalacionconsumirsecuatroelementospaseapalestramimarcialpeleacamponoesperadividirsevoilesiguiendosiguemeirsevoimequedandoquedarseempleamismovuelohallodeseairquedarsequedarpartirsemierrormediceraptoapruebedondecaminosiesferacasieternoalasmuevenomeatrevoseguirlequisieracorremuchotemomelleveultimofincarrera,Religioso Mistico
Soneto,Jacinto Polo de Medina,15-17,estaguardacandidacenizatantovalorfajardournabrevedespojosmudosmuertealevefamaretoricaeternizahoypompamaquinaeternizatiernapiedadpechoheroicomuevepagandosangredebefindichosoencantosolemnizarenuevasentimientomemoriatantopuestosolluzfecundovivenmurioresplandoresbiencorrespondaeternagloriaotronuevodolormundoperdidacuestedosdolores,Religioso Mistico
A San Isidro,Fray Gaspar de San Diego,15-17,camposmadridisidrosantoangelrompevosrompeiscielosirvelabradorarandosuelovossuplisvocescantoaravosoraissubiendotantocuantobajatierrasacrovuelopasocursoparalelosigueseguisdioscursollantolabraangelaradotierraduranocobratributodiospagagloriatrabajadocomosembrobienrostroenjutonocogeisidrosilehaganadosembrandoaquilagrimasfruto,Religioso Mistico
"Luis Hurtado de Toledo, en alabanza del valeroso e",Luis Hurtado de Toledo,15-17,achilesulisescantehomerovirgilioeneasperegrinoariostoorlandopaladinomenareydonjuanjusticierobernardocarpiocaballeroyocantonuestraespanadestinopersiguiendopueblosarracinomartepujanteverdaderojosuenidavidnimacabeoalejandronicesarnitroyanoartusnicarlosnigudufrealcanzadondehechosbernardoleoasinueveestecristianotodomundodignoalabanza,Heroico
Soneto,Pedro Malón de Chaide,15-17,ohpacienciainfinitaesperarmeohdurocorazonnoquerernosesteyocansadoofenderosnoesteisvosperdonarmecuantasvecesvolvisteismirarmeesosdivinosojosdolerostiempoosrompiavuestrofuerosvosmidioscallarsufriramarmeohguardahombresvuestrasananomostreiscontramisoytierramiradvuestrolevantadlenodeleiteyameenganasinocostumbremevenceguerrapuessolopecarpecobalde,Religioso Mistico
Sonetos – - III -,Fray Arcángel de Alarcón,15-17,buscanninopadreputativovirgenpurisimaafligidoslagrimassollozosgemidosohcasolastimosocompasivoalmallevandiosvivoninobuscanamorheridosentreparientesentreconocidosdolorpenalisimoexcesivonohallandandonosejemplojesussihallartedeseamosnoentrecarnesangretebusquemospuestumadrepurisimatemplohallatambiennosvertepodremossicosasdiosnosocupamos,Religioso Mistico
Soneto,Pedro Lainez,15-17,ebanosutildosbellaspiernasbellasbellotapacubrearrugadadescarnadaubredossecasnalgashumedascavernaspechotablondosmaltiernascastradurasmachodescubrebrazonogalmesoctubrepronosticacosasinternaspalidocolorquintaangustiapuroazogueconservadohecholistonfrenteatadojustoseveridadmarchitamustiameabrasaalmameconsumepechotalfuerzabellacogusto,Amoroso
Soneto de Boscán,Cristóbal de Castillejo,15-17,sipenasdaissonverdaderascomobiensabealmamiayanomeacabanseriaellasmimorirverassidichasontanlisonjerasquierenretozarmialegriadecidmematancadadiamuertedolormilmanerasmostradmeestesecretoyasenorasepayovospuesvosmuerosiaquestopadezcomuertevidaporquesiendovosmatadoramayorgloriapenayanoquieropoderyotenertalhomicida,Melancolico
Sonetos – - IX -,Gregorio de Matos,15-17,dostresestrellasveintecientomillonmilmillaresmillaresvalgamediostenganmispesaresretratoaltofirmamentosiendoestrellastancuentocomosonarenasmaresigualenumerosimparesmipesaramidesdichamitormentoyomeespantomeabismotengaesealiviofinmidesconsuelovapareciendocielomismopuespudiendomismalesduelosemejarsepenasabismotienensemejanzaallacielo,Religioso Mistico
A un hombre muy malo que se aumentaba mucho en bie,Jerónimo Cáncer y Velasco,15-17,lesbiosientretuvidalicenciosapermitecielofabioprovidenteturiquezatodoacrecientepiedadpiedadsospechosamiraestadichamisteriosainfieremortalaccidenteconsentirleexcesosdolientesiempresenalpeligrosacuandotellenacolmadosfrutosdiosdisponecastigotumaliciarompidaalgunatemporalconcordiaestenpazatributostehaceaquelloshalagosjusticiaacallarmisericordia,Religioso Mistico
Al sepulcro de Lope de Vega,Gaspar Dávila,15-17,vuelvemortaldetenpasoinciertoveraspolvoreducidocuantopudocuantonohasidotantahumanidadseguropuertonolelloreslagrimascubiertopuesyacevencedorcontraolvidosilopemuriohabernacidotambienahoravivehabermuertofalleciomortalnaturalezasitupiedadenternecidatrasladasmemoriatuflaquezalloraplumamundoyaperdidanoteobligaramayortristezamuriotenervida,Amoroso
Soneto,Juan de Moncayo,15-17,comopasanlelioedadessujetasrigorinconstanciacuandomundobarbaraignoranciadesconoceterrestrespotestadesfundadiversasvoluntadesprosperossucesosarroganciaverasmismavigilanciatodovanidadvanidadesnacesolterminodiamuerecomienzacursorepetidoestacioncieloserenasolotantamudanzamiagonialobregocentroolvidoanimacontrapesomipena,Amoroso
A la muerte del doctor Juan Pérez de Montalbán,Blas Fernández de Mesa,15-17,cisnemantuacanoroantesdiscurriesestuestacionumbrianiestaplayavolastetuyamiateviomundocancioneselegantespocosnumeroserantusinstantescuandonoasombroteatendiaprimerodeudorfuesesdianitevistiesenplumastremolantesmilagrofuisteaunantesestudiosoporquetucunaverdenidorudoprodigiocontraordentucantopicoalientonumerosoadelantosillegabasmudoumbralessepulcrosanto,Religioso Mistico
"Sonetos en su honor – El doctor Francisco de la Portilla, capellán de Su Majestad",Cristóbal de Virués,15-17,sientresabiosgriegosilustradohomerotansubidarimaentrelatinosledioprimamantuanoheroicocelebradomerecevuelolevantadocantandocielotantoestimacomopecadorcuandoanimasalirfervorpecadomayorpalmavuestramayorgloriaviruespuespoemaperegrinocantaisgrangarinalabanzasaquelsantuariomemoriaeternizaisabriendonoscaminocontemplardivinasesperanzas,Religioso Mistico
Epigrama,Juan Francisco Andrés,15-17,ebrocorrientecristalinacelebrealcinotusdiscretassalespuestusagudezascaudalesnoenvidiaranfuentecabalinatuvozresuenedulceperegrinaclimasremotosborealesporquetuelocuenciaraudalesmayorlaurofebodestinaclarinresonantefamaaplaudacadenciasingeniosascuandosonoropindoaclamaexentassombrasenvidiosasdaphnecoroneinmortalramabrillensiemprevictoriosas,Religioso Mistico
